"","id_policy","id_client","premium","claim_amount"
"16845","A00015418-V01","A00015418",88.4447861745025,0
"16875","A00015447-V01","A00015447",148.094445973983,0
"16919","A00015491-V01","A00015491",109.615887045592,0
"16942","A00015510-V01","A00015510",155.469604949415,0
"16968","A00015535-V01","A00015535",78.4965152384325,0
"16974","A00015540-V01","A00015540",63.6639799383837,1302.77
"16985","A00015549-V01","A00015549",96.0400633481079,0
"16988","A00015552-V01","A00015552",38.6743250079955,0
"17001","A00015565-V01","A00015565",122.155378234136,0
"17009","A00015573-V01","A00015573",38.7332129807811,0
"17012","A00015576-V01","A00015576",48.2057875982009,0
"17013","A00015576-V02","A00015576",188.199349390829,1236
"17028","A00015588-V01","A00015588",166.031305412793,0
"17037","A00015597-V01","A00015597",65.9175628483961,0
"17038","A00015597-V02","A00015597",22.5358244113777,0
"17080","A00015636-V01","A00015636",114.23486979321,0
"17081","A00015636-V02","A00015636",83.876698204305,0
"17091","A00015646-V01","A00015646",19.3730810442026,0
"17105","A00015659-V01","A00015659",113.116815568355,0
"17117","A00015671-V01","A00015671",18.7108030534505,0
"17121","A00015675-V01","A00015675",69.418709324552,0
"17127","A00015681-V01","A00015681",110.915667761531,0
"17134","A00015687-V01","A00015687",43.6761562963905,0
"17152","A00015704-V01","A00015704",29.6465637689252,0
"17158","A00015709-V01","A00015709",31.1475098552964,0
"17174","A00015723-V01","A00015723",36.7986006105165,0
"17181","A00015730-V01","A00015730",138.863363650976,0
"17191","A00015739-V01","A00015739",165.685838894915,0
"17203","A00015749-V01","A00015749",47.3880291094337,0
"17204","A00015749-V02","A00015749",46.2302923208258,0
"17216","A00015760-V01","A00015760",128.074165244279,0
"17244","A00015786-V01","A00015786",106.368070465706,0
"17259","A00015799-V01","A00015799",31.05798273109,919.08
"17272","A00015811-V01","A00015811",109.069148417543,0
"17276","A00015815-V01","A00015815",27.1221978463632,0
"17284","A00015822-V01","A00015822",15.2771827961519,0
"17285","A00015822-V02","A00015822",55.3821702417546,0
"17287","A00015824-V01","A00015824",163.120519871285,0
"17296","A00015832-V01","A00015832",38.4944998216314,0
"17307","A00015843-V01","A00015843",55.3700378845831,0
"17309","A00015845-V01","A00015845",59.2253206029145,0
"17321","A00015857-V01","A00015857",24.4600943698398,0
"17327","A00015863-V01","A00015863",123.443358748073,0
"17331","A00015866-V01","A00015866",41.874673238311,0
"17332","A00015867-V01","A00015867",27.3091135016238,0
"17338","A00015873-V01","A00015873",18.8741908593301,0
"17339","A00015874-V01","A00015874",131.214769474905,0
"17340","A00015875-V01","A00015875",265.616273353916,0
"17341","A00015875-V02","A00015875",217.485159511381,0
"17344","A00015878-V01","A00015878",57.8435993957646,0
"17369","A00015900-V01","A00015900",15.3358488717371,0
"17370","A00015901-V01","A00015901",83.795170287367,0
"17388","A00015918-V01","A00015918",86.2210732307508,0
"17399","A00015928-V01","A00015928",103.117684036916,0
"17400","A00015929-V01","A00015929",38.2664941263461,0
"17455","A00015978-V01","A00015978",86.4799464968522,20.5
"17478","A00016000-V01","A00016000",13.3115479086041,0
"17479","A00016001-V01","A00016001",102.568444984577,0
"17480","A00016002-V01","A00016002",201.543043825316,0
"17484","A00016006-V01","A00016006",23.838306654983,-797.01
"17496","A00016018-V01","A00016018",36.0247226466266,0
"17512","A00016032-V01","A00016032",96.3038362834065,0
"17513","A00016033-V01","A00016033",166.287760873976,0
"17515","A00016035-V01","A00016035",119.534054840661,0
"17536","A00016055-V01","A00016055",121.666722624542,0
"17541","A00016060-V01","A00016060",88.6967291962189,0
"17545","A00016064-V01","A00016064",153.861460773543,0
"17558","A00016074-V01","A00016074",138.37331076298,0
"17584","A00016095-V01","A00016095",11.6683169200449,814.98
"17594","A00016105-V01","A00016105",163.005950520834,227.77
"17642","A00016150-V01","A00016150",143.292473635431,0
"17649","A00016157-V01","A00016157",75.7053000774998,0
"17675","A00016183-V01","A00016183",91.7607216184562,0
"17690","A00016198-V01","A00016198",85.2899389810001,0
"17697","A00016203-V01","A00016203",80.1275776969849,254.62
"17710","A00016215-V01","A00016215",67.6771104395609,0
"17728","A00016232-V01","A00016232",144.922139868306,1236
"17742","A00016245-V01","A00016245",97.804896645076,0
"17745","A00016248-V01","A00016248",31.2763799569502,0
"17756","A00016259-V01","A00016259",83.7721832714385,3979.61
"17764","A00016265-V01","A00016265",36.5895101808783,0
"17772","A00016272-V01","A00016272",25.9465217003614,0
"17789","A00016286-V01","A00016286",86.5564688490014,0
"17807","A00016304-V01","A00016304",51.1617298968254,0
"17811","A00016307-V01","A00016307",64.7206251640913,0
"17824","A00016319-V01","A00016319",30.3474616676676,0
"17836","A00016331-V01","A00016331",46.6756199107104,0
"17841","A00016336-V01","A00016336",138.204283508189,0
"17850","A00016344-V01","A00016344",136.942980660404,0
"17851","A00016345-V01","A00016345",98.6324880431706,0
"17854","A00016347-V01","A00016347",108.98064712771,0
"17855","A00016348-V01","A00016348",153.112359960437,0
"17857","A00016350-V01","A00016350",25.7570267935115,0
"17859","A00016352-V01","A00016352",37.4243654045757,0
"17877","A00016368-V01","A00016368",13.8806919470727,0
"17878","A00016369-V01","A00016369",27.6793036983125,-567.44
"17880","A00016371-V01","A00016371",87.7174884638144,76.25
"17884","A00016375-V01","A00016375",165.041148352657,107.39
"17886","A00016377-V01","A00016377",118.635022331079,0
"17889","A00016380-V01","A00016380",187.267528585004,0
"17892","A00016383-V01","A00016383",123.620879630708,543.82
"17909","A00016398-V01","A00016398",115.507970831457,0
"17910","A00016398-V02","A00016398",73.9749806922947,0
"17921","A00016408-V01","A00016408",121.214978260506,0
"17969","A00016450-V01","A00016450",175.400689084716,0
"17978","A00016458-V01","A00016458",38.281021869975,0
"18000","A00016479-V01","A00016479",10.2147099688042,0
"18007","A00016485-V01","A00016485",28.4966229099394,299.34
"18010","A00016488-V01","A00016488",96.3210629499884,1727.68
"18021","A00016498-V01","A00016498",123.368410237761,-1085.92
"18023","A00016500-V01","A00016500",26.947751864217,0
"18033","A00016508-V01","A00016508",121.995311359069,0
"18043","A00016517-V01","A00016517",95.8584353037774,0
"18053","A00016527-V01","A00016527",246.30642040851,0
"18072","A00016544-V01","A00016544",90.6449872730132,0
"18077","A00016549-V01","A00016549",37.9608109082632,0
"18084","A00016555-V01","A00016555",79.4067313242235,0
"18086","A00016557-V01","A00016557",135.040830495952,0
"18091","A00016562-V01","A00016562",141.885340093809,0
"18115","A00016586-V01","A00016586",111.889597311289,0
"18127","A00016597-V01","A00016597",26.5014728187786,0
"18131","A00016601-V01","A00016601",104.33287690672,0
"18132","A00016601-V02","A00016601",43.9898992775843,0
"18136","A00016604-V01","A00016604",32.4609228119546,0
"18152","A00016618-V01","A00016618",21.1747145816083,0
"18161","A00016626-V01","A00016626",36.0250266786914,1236
"18164","A00016629-V01","A00016629",82.4718410766584,0
"18168","A00016633-V01","A00016633",56.2521231711708,0
"18173","A00016638-V01","A00016638",108.537550520752,1662.46
"18181","A00016646-V01","A00016646",106.030283472295,0
"18182","A00016646-V02","A00016646",69.305267643931,0
"18186","A00016650-V01","A00016650",13.533661933475,0
"18199","A00016662-V01","A00016662",58.7651118609925,0
"18213","A00016675-V01","A00016675",107.584668697396,0
"18222","A00016683-V01","A00016683",21.2788423516534,0
"18224","A00016685-V01","A00016685",40.9475310660598,0
"18225","A00016686-V01","A00016686",30.1908918374419,0
"18226","A00016686-V02","A00016686",113.509624370129,0
"18227","A00016686-V03","A00016686",106.459224032163,0
"18243","A00016700-V01","A00016700",22.1152550494004,0
"18248","A00016705-V01","A00016705",125.886097168424,997.08
"18250","A00016707-V01","A00016707",28.9194572935681,0
"18256","A00016713-V01","A00016713",80.4416129938026,0
"18259","A00016716-V01","A00016716",122.040172036779,0
"18284","A00016738-V01","A00016738",242.010815974034,0
"18285","A00016739-V01","A00016739",88.183230839751,0
"18300","A00016751-V01","A00016751",72.5633736712938,0
"18301","A00016751-V02","A00016751",90.4092424548543,0
"18311","A00016760-V01","A00016760",21.3119716803083,0
"18321","A00016770-V01","A00016770",85.3053765511568,0
"18323","A00016772-V01","A00016772",160.701495136665,0
"18327","A00016776-V01","A00016776",43.8797446035582,0
"18328","A00016777-V01","A00016777",112.289332799243,698.2
"18340","A00016787-V01","A00016787",152.007333413433,0
"18363","A00016809-V01","A00016809",89.3624988680651,0
"18369","A00016815-V01","A00016815",30.8286801128802,0
"18393","A00016839-V01","A00016839",15.0125420693335,0
"18400","A00016844-V01","A00016844",31.9879124586051,0
"18404","A00016848-V01","A00016848",41.7580562060277,0
"18409","A00016853-V01","A00016853",37.1953275679731,0
"18414","A00016858-V01","A00016858",19.2014478475711,0
"18415","A00016858-V02","A00016858",36.6788285043114,0
"18418","A00016861-V01","A00016861",87.06742812843,0
"18424","A00016867-V01","A00016867",42.6979502959556,0
"18432","A00016874-V01","A00016874",22.724957321718,0
"18438","A00016880-V01","A00016880",46.2874277926167,0
"18451","A00016891-V01","A00016891",121.079550824381,0
"18452","A00016892-V01","A00016892",88.9540507620974,0
"18455","A00016895-V01","A00016895",121.045858276745,0
"18471","A00016908-V01","A00016908",93.9076076097585,0
"18475","A00016912-V01","A00016912",108.188784732699,0
"18480","A00016917-V01","A00016917",109.262651045439,0
"18481","A00016918-V01","A00016918",45.3280187895442,542.3
"18482","A00016919-V01","A00016919",69.307286824667,0
"18498","A00016935-V01","A00016935",30.8259376761425,0
"18499","A00016935-V02","A00016935",29.5979677126481,0
"18504","A00016940-V01","A00016940",10.0629575772348,0
"18505","A00016940-V02","A00016940",11.2249094112523,0
"18506","A00016940-V03","A00016940",73.2771364237405,0
"18513","A00016945-V01","A00016945",76.5071858172652,1660.34
"18519","A00016951-V01","A00016951",64.8747627812782,0
"18541","A00016971-V01","A00016971",103.103393938725,0
"18558","A00016988-V01","A00016988",137.966463579681,0
"18559","A00016988-V02","A00016988",126.722214387611,2035.96
"18562","A00016991-V01","A00016991",28.6437801698589,0
"18580","A00017007-V01","A00017007",115.452331130552,0
"18591","A00017018-V01","A00017018",83.351544996831,0
"18606","A00017030-V01","A00017030",179.341814266096,0
"18607","A00017031-V01","A00017031",15.0036238802706,0
"18616","A00017039-V01","A00017039",102.804817276397,0
"18629","A00017051-V01","A00017051",14.1997488546903,0
"18630","A00017052-V01","A00017052",30.1357088434185,0
"18641","A00017062-V01","A00017062",25.6685196256425,0
"18642","A00017063-V01","A00017063",74.3067436654364,0
"18662","A00017082-V01","A00017082",29.091072136352,0
"18679","A00017097-V01","A00017097",29.2424833499913,570.42
"18680","A00017097-V02","A00017097",24.5834788378926,0
"18690","A00017106-V01","A00017106",49.7253458041929,0
"18691","A00017106-V02","A00017106",90.6369680129538,0
"18698","A00017113-V01","A00017113",130.312080774387,0
"18712","A00017125-V01","A00017125",23.95204001146,0
"18730","A00017143-V01","A00017143",135.065005601353,0
"18733","A00017146-V01","A00017146",167.090059049586,532.39
"18740","A00017153-V01","A00017153",129.372138980707,0
"18744","A00017157-V01","A00017157",109.644151521084,0
"18755","A00017168-V01","A00017168",35.0705819264082,0
"18757","A00017170-V01","A00017170",91.2948897802059,0
"18764","A00017177-V01","A00017177",14.3726764215629,0
"18771","A00017184-V01","A00017184",37.3754893381667,0
"18787","A00017199-V01","A00017199",126.818627928808,0
"18796","A00017206-V01","A00017206",47.8534168321186,0
"18803","A00017213-V01","A00017213",44.2402790869378,0
"18804","A00017214-V01","A00017214",20.8861727421319,0
"18820","A00017227-V01","A00017227",73.1506759331943,0
"18826","A00017232-V01","A00017232",86.5714768378071,0
"18830","A00017235-V01","A00017235",157.120936644034,0
"18833","A00017238-V01","A00017238",44.2402790869378,0
"18844","A00017248-V01","A00017248",91.7539876331085,0
"18851","A00017254-V01","A00017254",46.6795702576252,0
"18857","A00017260-V01","A00017260",135.016043964033,0
"18860","A00017262-V01","A00017262",74.6284673096014,0
"18862","A00017264-V01","A00017264",30.4498375080731,0
"18890","A00017291-V01","A00017291",63.7110949823117,0
"18892","A00017293-V01","A00017293",128.601214959885,0
"18907","A00017308-V01","A00017308",103.498664972017,0
"18915","A00017316-V01","A00017316",88.0163165018258,0
"18916","A00017317-V01","A00017317",245.409030527264,0
"18922","A00017321-V01","A00017321",19.2771063428848,0
"18923","A00017322-V01","A00017322",112.490552584767,0
"18936","A00017335-V01","A00017335",95.5398214184068,0
"18941","A00017340-V01","A00017340",100.740860565393,0
"18942","A00017340-V02","A00017340",47.7010623934044,0
"18945","A00017343-V01","A00017343",146.563016258069,0
"18963","A00017358-V01","A00017358",119.203413916495,0
"18964","A00017359-V01","A00017359",111.417760974501,0
"18985","A00017376-V01","A00017376",88.5209688496283,0
"18995","A00017386-V01","A00017386",50.7480314035246,296.62
"19013","A00017403-V01","A00017403",101.285420289421,616.76
"19021","A00017411-V01","A00017411",20.0893892721617,0
"19029","A00017418-V01","A00017418",49.4006157871885,0
"19030","A00017419-V01","A00017419",108.481414655265,0
"19033","A00017422-V01","A00017422",22.6821018725484,0
"19042","A00017430-V01","A00017430",135.959098327297,0
"19046","A00017434-V01","A00017434",57.2948360075968,0
"19052","A00017439-V01","A00017439",30.149146401604,0
"19057","A00017444-V01","A00017444",107.187496549219,0
"19075","A00017460-V01","A00017460",109.14929224067,0
"19095","A00017478-V01","A00017478",123.087817740657,0
"19102","A00017483-V01","A00017483",95.2662610843431,0
"19106","A00017487-V01","A00017487",98.2753453088915,0
"19113","A00017493-V01","A00017493",46.2977302128602,0
"19114","A00017493-V02","A00017493",87.6020806640503,0
"19134","A00017510-V01","A00017510",73.4820581722929,0
"19140","A00017515-V01","A00017515",79.1403106609082,0
"19203","A00017577-V01","A00017577",178.272130538265,0
"19204","A00017577-V02","A00017577",32.1714675978223,0
"19207","A00017580-V01","A00017580",43.1530367350672,0
"19208","A00017581-V01","A00017581",104.671759607257,3594.1
"19211","A00017584-V01","A00017584",159.068250393064,91.66
"19224","A00017596-V01","A00017596",97.75787523135,103.65
"19257","A00017629-V01","A00017629",20.9088731812541,0
"19288","A00017658-V01","A00017658",16.4871579591614,0
"19303","A00017673-V01","A00017673",81.183216805159,0
"19308","A00017678-V01","A00017678",100.337440405205,0
"19321","A00017688-V01","A00017688",21.6603191737034,325.95
"19323","A00017690-V01","A00017690",123.21811915396,0
"19324","A00017691-V01","A00017691",157.209645382085,0
"19339","A00017706-V01","A00017706",89.3165339781832,0
"19346","A00017713-V01","A00017713",31.4292787885968,0
"19347","A00017713-V02","A00017713",103.124927732188,-667.7
"19351","A00017717-V01","A00017717",181.706804911893,0
"19376","A00017736-V01","A00017736",124.856625617868,0
"19398","A00017757-V01","A00017757",116.493937052742,606.35
"19432","A00017789-V01","A00017789",115.760238019967,0
"19446","A00017802-V01","A00017802",16.3589276628083,0
"19450","A00017806-V01","A00017806",50.2525488685419,0
"19467","A00017823-V01","A00017823",65.789852087656,0
"19468","A00017824-V01","A00017824",223.145627328859,0
"19494","A00017845-V01","A00017845",126.955161882751,0
"19502","A00017853-V01","A00017853",25.9969316199731,0
"19504","A00017855-V01","A00017855",80.3757651273835,0
"19511","A00017861-V01","A00017861",104.600851682433,0
"19516","A00017865-V01","A00017865",123.836770035033,0
"19517","A00017865-V02","A00017865",40.1264467528781,0
"19547","A00017891-V01","A00017891",95.0005578085293,0
"19558","A00017902-V01","A00017902",172.889022649142,0
"19559","A00017902-V02","A00017902",247.163794692478,0
"19563","A00017905-V01","A00017905",79.7523709430974,0
"19566","A00017908-V01","A00017908",24.4296895672362,0
"19577","A00017919-V01","A00017919",111.114844081235,0
"19581","A00017923-V01","A00017923",112.424177549811,-714.65
"19584","A00017926-V01","A00017926",106.42028386631,0
"19595","A00017937-V01","A00017937",135.959098327297,0
"19597","A00017939-V01","A00017939",28.0652955743809,0
"19615","A00017957-V01","A00017957",204.454792912283,0
"19624","A00017965-V01","A00017965",62.4466312740806,0
"19625","A00017966-V01","A00017966",113.720883871008,0
"19627","A00017968-V01","A00017968",150.031121604495,0
"19639","A00017978-V01","A00017978",106.4268881239,0
"19653","A00017990-V01","A00017990",98.4930051176151,0
"19686","A00018021-V01","A00018021",26.2066996428335,0
"19694","A00018028-V01","A00018028",82.2576128643893,0
"19709","A00018042-V01","A00018042",17.8753712944012,0
"19721","A00018054-V01","A00018054",31.3840883073339,0
"19734","A00018065-V01","A00018065",28.9343636787349,0
"19735","A00018066-V01","A00018066",125.129274147375,0
"19751","A00018080-V01","A00018080",67.1406314965462,0
"19755","A00018084-V01","A00018084",22.4966177268726,0
"19760","A00018088-V01","A00018088",135.092177311497,0
"19761","A00018088-V02","A00018088",95.7187767978582,0
"19764","A00018090-V01","A00018090",108.131240044083,685.41
"19795","A00018120-V01","A00018120",28.8990651621549,0
"19798","A00018123-V01","A00018123",96.7152224262108,0
"19799","A00018124-V01","A00018124",107.156491825008,0
"19806","A00018131-V01","A00018131",102.669530662267,0
"19812","A00018136-V01","A00018136",108.481414655265,3338.82
"19831","A00018153-V01","A00018153",92.0172284738972,447.17
"19833","A00018155-V01","A00018155",94.4794310526237,0
"19837","A00018158-V01","A00018158",117.594792066726,0
"19840","A00018161-V01","A00018161",156.432404796952,0
"19846","A00018167-V01","A00018167",54.85854306326,0
"19847","A00018168-V01","A00018168",103.633758830202,0
"19852","A00018173-V01","A00018173",185.161069252563,0
"19854","A00018175-V01","A00018175",73.3202415111306,0
"19857","A00018178-V01","A00018178",92.3456167715314,0
"19872","A00018191-V01","A00018191",19.6896865031156,0
"19886","A00018205-V01","A00018205",108.069529002099,0
"19895","A00018214-V01","A00018214",19.1508692197147,0
"19896","A00018214-V02","A00018214",45.7843309142054,-232.49
"19901","A00018217-V01","A00018217",182.123417924373,0
"19902","A00018217-V02","A00018217",27.6065242928077,0
"19903","A00018218-V01","A00018218",120.789697755531,0
"19909","A00018224-V01","A00018224",98.6402661396537,0
"19917","A00018232-V01","A00018232",19.9938100403918,0
"19918","A00018232-V02","A00018232",27.2067763996796,592.47
"19924","A00018237-V01","A00018237",62.1936065093838,0
"19925","A00018238-V01","A00018238",115.474377258395,0
"19926","A00018238-V02","A00018238",90.8408808003484,0
"19936","A00018247-V01","A00018247",74.2839969784583,0
"19939","A00018250-V01","A00018250",64.5099045676081,0
"19948","A00018258-V01","A00018258",63.0437617505427,0
"19951","A00018261-V01","A00018261",100.494577416836,0
"19954","A00018264-V01","A00018264",27.59467771224,0
"19959","A00018269-V01","A00018269",48.1720372466727,0
"19960","A00018270-V01","A00018270",65.8574012343889,0
"19967","A00018277-V01","A00018277",101.107056310113,0
"19980","A00018290-V01","A00018290",40.8253476037149,0
"19981","A00018290-V02","A00018290",57.5354523982132,0
"20002","A00018310-V01","A00018310",81.9725157399628,0
"20003","A00018310-V02","A00018310",33.1590772801646,0
"20005","A00018312-V01","A00018312",181.578819607597,0
"20010","A00018317-V01","A00018317",135.195459246993,0
"20027","A00018332-V01","A00018332",54.3460083513836,0
"20028","A00018333-V01","A00018333",101.860286422828,728.6
"20068","A00018368-V01","A00018368",87.8438675177331,0
"20070","A00018370-V01","A00018370",19.52031457035,0
"20074","A00018374-V01","A00018374",79.7526471733486,0
"20075","A00018375-V01","A00018375",52.0472304341749,0
"20076","A00018376-V01","A00018376",73.5616600669736,2294.92
"20085","A00018385-V01","A00018385",117.686674828468,1236
"20094","A00018393-V01","A00018393",116.538535088641,0
"20096","A00018395-V01","A00018395",122.429730704989,0
"20098","A00018397-V01","A00018397",66.1072526244641,0
"20121","A00018416-V01","A00018416",49.5377584623363,0
"20123","A00018418-V01","A00018418",140.718590899269,0
"20146","A00018439-V01","A00018439",232.086065919807,0
"20165","A00018456-V01","A00018456",146.823037805956,0
"20174","A00018464-V01","A00018464",82.8559648810135,0
"20180","A00018469-V01","A00018469",11.0622070845923,0
"20184","A00018473-V01","A00018473",39.7376421860968,0
"20189","A00018477-V01","A00018477",107.577679414553,6003.59
"20194","A00018482-V01","A00018482",54.6702864683477,0
"20200","A00018486-V01","A00018486",38.5119096556142,0
"20208","A00018493-V01","A00018493",25.6482279807895,0
"20213","A00018498-V01","A00018498",26.8733878507868,0
"20221","A00018506-V01","A00018506",27.0873042107817,0
"20228","A00018512-V01","A00018512",130.579779058141,0
"20230","A00018514-V01","A00018514",27.6841875632738,0
"20231","A00018515-V01","A00018515",108.189224977119,0
"20242","A00018526-V01","A00018526",57.8405425539083,0
"20257","A00018540-V01","A00018540",41.6270865022735,0
"20261","A00018544-V01","A00018544",55.6406843814649,0
"20278","A00018559-V01","A00018559",37.1610180878417,0
"20288","A00018569-V01","A00018569",55.3321585925347,0
"20292","A00018573-V01","A00018573",136.930593047341,0
"20298","A00018579-V01","A00018579",148.639939127967,0
"20334","A00018610-V01","A00018610",199.326267509126,0
"20344","A00018618-V01","A00018618",53.379209719034,0
"20345","A00018619-V01","A00018619",53.5318405649698,0
"20358","A00018632-V01","A00018632",82.6395001883053,0
"20360","A00018634-V01","A00018634",39.8554952682125,0
"20362","A00018636-V01","A00018636",126.094078595401,0
"20386","A00018658-V01","A00018658",141.259832767688,0
"20397","A00018667-V01","A00018667",130.938657171049,0
"20409","A00018679-V01","A00018679",36.6727621060774,0
"20416","A00018686-V01","A00018686",89.5666318795522,0
"20419","A00018689-V01","A00018689",90.1494409553995,0
"20424","A00018694-V01","A00018694",81.4278009611828,0
"20425","A00018695-V01","A00018695",10.9178979411765,0
"20434","A00018704-V01","A00018704",32.6948035193432,0
"20438","A00018708-V01","A00018708",133.275806153724,181.97
"20446","A00018716-V01","A00018716",38.2561922865862,0
"20450","A00018720-V01","A00018720",37.3315218658412,0
"20462","A00018731-V01","A00018731",28.0228908713371,0
"20467","A00018736-V01","A00018736",25.5663974352103,0
"20471","A00018740-V01","A00018740",198.048783560811,0
"20472","A00018741-V01","A00018741",135.040830495952,0
"20492","A00018761-V01","A00018761",90.2057977372995,0
"20504","A00018771-V01","A00018771",36.7580782506927,0
"20526","A00018790-V01","A00018790",85.423527539922,0
"20533","A00018797-V01","A00018797",95.6927574521839,0
"20534","A00018798-V01","A00018798",97.1722929331843,0
"20537","A00018801-V01","A00018801",64.0010983318394,0
"20545","A00018808-V01","A00018808",100.105100116783,0
"20555","A00018818-V01","A00018818",105.149864651122,0
"20563","A00018826-V01","A00018826",71.1171107356794,0
"20569","A00018832-V01","A00018832",34.2071887028347,0
"20570","A00018833-V01","A00018833",179.440860035637,0
"20571","A00018834-V01","A00018834",42.3522808598018,0
"20572","A00018835-V01","A00018835",225.295593282419,683.59
"20578","A00018841-V01","A00018841",28.3886698016373,0
"20583","A00018846-V01","A00018846",58.3423349254074,0
"20587","A00018849-V01","A00018849",19.1827530959178,0
"20588","A00018849-V02","A00018849",25.0874098199918,0
"20597","A00018858-V01","A00018858",75.4541252055859,0
"20599","A00018860-V01","A00018860",100.773778817495,0
"20609","A00018868-V01","A00018868",25.7816548460537,0
"20610","A00018868-V02","A00018868",167.834983176198,0
"20611","A00018868-V03","A00018868",44.9182051669534,0
"20617","A00018874-V01","A00018874",89.1033945877501,0
"20650","A00018903-V01","A00018903",115.098634681922,913.96
"20663","A00018914-V01","A00018914",25.7188419698492,0
"20665","A00018916-V01","A00018916",25.3252544881539,0
"20666","A00018916-V02","A00018916",39.7084447615368,0
"20679","A00018928-V01","A00018928",59.3142492697411,95
"20685","A00018934-V01","A00018934",66.4753308801542,0
"20686","A00018934-V02","A00018934",128.386397617691,0
"20691","A00018938-V01","A00018938",25.2976106104249,0
"20694","A00018940-V01","A00018940",43.1202066395785,0
"20696","A00018942-V01","A00018942",186.634300658292,113.2
"20711","A00018957-V01","A00018957",58.1736244963428,0
"20733","A00018976-V01","A00018976",74.5071834753116,0
"20753","A00018995-V01","A00018995",13.5630186819856,0
"20764","A00019006-V01","A00019006",15.847039020546,0
"20765","A00019006-V02","A00019006",144.701894728084,710.03
"20768","A00019009-V01","A00019009",145.176045744308,0
"20769","A00019010-V01","A00019010",35.5235985883021,0
"20771","A00019012-V01","A00019012",24.4695601336798,0
"20785","A00019025-V01","A00019025",78.9138246368175,0
"20789","A00019028-V01","A00019028",141.789892942806,0
"20797","A00019036-V01","A00019036",81.1939269154637,0
"20826","A00019064-V01","A00019064",60.8621598399324,0
"20828","A00019066-V01","A00019066",100.865804449229,0
"20844","A00019082-V01","A00019082",115.57339600841,0
"20848","A00019086-V01","A00019086",84.8169322584441,0
"20864","A00019101-V01","A00019101",117.164701179445,0
"20868","A00019105-V01","A00019105",171.391435996305,0
"20870","A00019107-V01","A00019107",16.6151335661453,0
"20874","A00019111-V01","A00019111",30.9820438078151,0
"20876","A00019113-V01","A00019113",101.418638866669,-74.35
"20886","A00019120-V01","A00019120",173.743382845231,0
"20910","A00019143-V01","A00019143",79.2895084082229,0
"20918","A00019150-V01","A00019150",105.848274810768,0
"20921","A00019153-V01","A00019153",75.440866456586,0
"20924","A00019156-V01","A00019156",154.365376569466,0
"20934","A00019166-V01","A00019166",39.9973532394977,0
"20943","A00019175-V01","A00019175",122.30131122627,0
"20965","A00019195-V01","A00019195",128.295808728121,0
"20999","A00019227-V01","A00019227",40.968468271854,0
"21000","A00019228-V01","A00019228",41.0665650618568,0
"21018","A00019245-V01","A00019245",67.3957137167312,0
"21023","A00019250-V01","A00019250",53.5433358675221,0
"21024","A00019250-V02","A00019250",39.3873073873287,0
"21042","A00019266-V01","A00019266",46.0802028075225,0
"21056","A00019280-V01","A00019280",99.0613550839344,0
"21071","A00019293-V01","A00019293",98.1904982933971,133.83
"21080","A00019301-V01","A00019301",58.8364819067176,0
"21094","A00019314-V01","A00019314",97.0661070016539,0
"21104","A00019322-V01","A00019322",154.621238398221,0
"21105","A00019323-V01","A00019323",97.2529693371303,0
"21108","A00019326-V01","A00019326",55.1076578222685,0
"21109","A00019326-V02","A00019326",112.311855658562,0
"21114","A00019331-V01","A00019331",62.3965433193602,0
"21121","A00019338-V01","A00019338",88.5556146782231,0
"21123","A00019340-V01","A00019340",76.8861706095163,0
"21134","A00019351-V01","A00019351",102.470174326975,526.69
"21163","A00019377-V01","A00019377",135.959098327297,0
"21165","A00019379-V01","A00019379",115.949353171824,0
"21175","A00019388-V01","A00019388",133.270259225428,0
"21177","A00019390-V01","A00019390",24.606802442293,0
"21187","A00019399-V01","A00019399",120.803694481212,0
"21214","A00019425-V01","A00019425",179.618933279025,0
"21215","A00019426-V01","A00019426",19.8221218368405,0
"21227","A00019438-V01","A00019438",84.1198282352716,0
"21239","A00019449-V01","A00019449",34.6749326250511,0
"21240","A00019450-V01","A00019450",168.309394028468,487.83
"21245","A00019455-V01","A00019455",131.815302076772,0
"21248","A00019458-V01","A00019458",90.3246356982696,0
"21256","A00019465-V01","A00019465",83.2674241534586,0
"21270","A00019478-V01","A00019478",45.838372356173,0
"21277","A00019484-V01","A00019484",39.0495262398039,0
"21280","A00019487-V01","A00019487",39.4310230347449,0
"21284","A00019490-V01","A00019490",28.1978736462791,0
"21295","A00019499-V01","A00019499",41.5854951830633,0
"21297","A00019501-V01","A00019501",133.56091538128,1236
"21300","A00019504-V01","A00019504",23.2474247013516,0
"21308","A00019512-V01","A00019512",68.0503207121161,0
"21320","A00019523-V01","A00019523",12.7725410788781,0
"21326","A00019527-V01","A00019527",46.8346775609247,0
"21340","A00019540-V01","A00019540",41.252305190163,95
"21345","A00019545-V01","A00019545",130.564018894777,0
"21348","A00019548-V01","A00019548",59.8873483767045,0
"21349","A00019549-V01","A00019549",103.123332968728,161.4
"21361","A00019559-V01","A00019559",102.179156866937,0
"21366","A00019564-V01","A00019564",21.9044649049708,0
"21382","A00019579-V01","A00019579",148.735412023773,0
"21383","A00019579-V02","A00019579",28.4460458042617,0
"21386","A00019582-V01","A00019582",38.2158838845785,149.03
"21393","A00019589-V01","A00019589",42.2098025404302,0
"21401","A00019596-V01","A00019596",37.1819874113811,0
"21405","A00019599-V01","A00019599",77.7886814650719,0
